config_file,strategy_name,portfolio_status,universe,tags,description,filter_count,filters,rank_count,rank,risk,stop_loss,take_profit,max_holding_bars,entry_every_n_bars,initial_atr_stop_mult,trailing_atr_mult,trailing_profit_activation
vn30_money_smt_hypotheses.json,cmf_expansion_smt_v2,research/shadow,VN100,"cmf,money_flow,accumulation,smart_money_trace,money_cycle,value_flow","CMF positive expansion with close-location, value-flow, and RSI quality gates to avoid weak accumulation reads.",15,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; cmf20 >= 0.05; above_ma50 == true; distance_ma20 between [-0.04,0.08]; close_location >= 0.55; rsi14 between [45,68]; value_flow_quality_score >= 55; smart_money_score >= 60; smart_money_score_delta >= 0; rs_percentile_20 >= 0.58; value_ratio_20 >= 1.05; distribution_days_10 <= 1; CHDM50 >= 42; DS20 <= 0.55",6,cmf20 desc x1.1; value_flow_quality_score desc x1.0; smart_money_score_delta desc x0.9; edge_score desc x0.9; rs_percentile_20 desc x0.8; value_ratio_20 desc x0.5,initial_atr_stop_mult=2.0; max_holding_bars=28; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.6; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.22,28,,2.0,2.6,0.08
vn30_money_smt_hypotheses.json,reclaim_ma20_quality_v2,research/shadow,VN100,"mean_reversion,ma20,reclaim,smart_money_trace,money_cycle,value_flow","MA20 reclaim after a real but controlled pullback, gated by value-flow quality and positive SMT delta.",15,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 42; mkt_DS20 <= 0.5; reclaim_ma20_after_pullback == true; above_ma50 == true; pullback_depth_20 between [-0.1,-0.025]; value_flow_quality_score >= 55; ma50_slope_10 >= -0.02; close_location >= 0.65; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 not_up",6,pullback_quality_score desc x1.2; value_flow_quality_score desc x1.0; edge_score desc x0.9; close_location desc x0.7; smart_money_score_delta desc x0.8; rs_percentile_20 desc x0.6,initial_atr_stop_mult=2.0; max_holding_bars=24; stop_loss=0.07; take_profit=0.2; trailing_atr_mult=2.4; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.2,24,,2.0,2.4,0.08
vn30_money_smt_hypotheses.json,pullback_deep_quality_v2,research/shadow,VN100,"mean_reversion,deep_pullback,smart_money_trace,money_cycle,quality_gate,value_flow","Deep pullback using the actual negative pullback_depth_20 scale, with relaxed trend gate and value-flow confirmation.",14,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 48; ma50_slope_10 >= -0.025; pullback_quality_score >= 58; pullback_depth_20 between [-0.12,-0.04]; distance_ma50 between [-0.12,0.05]; close_location >= 0.55; value_flow_quality_score >= 52; smart_money_score >= 56; smart_money_score_delta >= -1; rs_percentile_20 >= 0.5; distribution_days_10 <= 2; CHDM50 >= 40; DS20 not_up",6,pullback_quality_score desc x1.3; value_flow_quality_score desc x1.0; edge_score desc x0.9; smart_money_score_delta desc x0.7; pullback_depth_20 asc x0.5; rs_percentile_20 desc x0.6,initial_atr_stop_mult=2.2; max_holding_bars=35; stop_loss=0.08; take_profit=0.24; trailing_atr_mult=2.7; trailing_profit_activation=0.09; use_regime_exposure=true,0.08,0.24,35,,2.2,2.7,0.09
vn30_money_smt_hypotheses.json,volume_surge_breakout_smt_v2,research/shadow,VN100,"volume,surge,breakout,smart_money_trace,money_cycle,climactic,value_flow","Volume surge accepted only as a confirmed 20-day breakout with CMF and value-flow support, reducing exit-volume false positives.",18,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; data_quality_ok == true; mkt_CHDM20 > 45; breakout_20 == true; volume_ratio_20 >= 2.0; value_flow_quality_score >= 60; cmf20 >= 0.03; above_ma20 == true; above_ma50 == true; close_location >= 0.8; distance_ma20 between [-0.02,0.1]; rsi14 <= 72; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 <= 0.55",6,volume_ratio_20 desc x1.1; value_flow_quality_score desc x1.0; edge_score desc x0.9; smart_money_score_delta desc x0.8; rs_percentile_20 desc x0.8; close_location desc x0.6,initial_atr_stop_mult=2.1; max_holding_bars=28; stop_loss=0.08; take_profit=0.26; trailing_atr_mult=2.6; trailing_profit_activation=0.09; use_regime_exposure=true,0.08,0.26,28,,2.1,2.6,0.09
vn30_money_smt_hypotheses.json,spring_washout_smt_v1,research/shadow,VN100,"spring,washout,reversal,smart_money_trace,money_cycle,value_flow","20-day spring/washout reversal with strong close, improving SMT, and controlled distribution. Targets shakeout entries not covered by core breakout/pullback MVP.",13,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 48; mkt_DS20 <= 0.55; spring_20 == true; close_location >= 0.68; pullback_depth_20 between [-0.14,-0.03]; value_flow_quality_score >= 52; smart_money_score >= 55; smart_money_score_delta >= -1; rs_percentile_20 >= 0.45; distribution_days_10 <= 2; DS20 not_up; rsi14 between [35,62]",6,close_location desc x1.1; pullback_quality_score desc x1.0; value_flow_quality_score desc x0.9; smart_money_score_delta desc x0.8; edge_score desc x0.8; DS20 asc x0.5,initial_atr_stop_mult=2.0; max_holding_bars=24; setup_type=REVERSAL; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.4; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.22,24,,2.0,2.4,0.08
vn30_money_smt_hypotheses.json,volume_surge_breakout_smt_v5,research/shadow,VN100,"volume,surge,breakout,smart_money_trace,money_cycle,climactic,value_flow",Volume surge breakout v2 filters with looser profit capture: lets satellite winners run longer while keeping the same entry gate.,17,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 45; breakout_20 == true; volume_ratio_20 >= 2.0; value_flow_quality_score >= 60; cmf20 >= 0.03; above_ma20 == true; above_ma50 == true; close_location >= 0.8; distance_ma20 between [-0.02,0.1]; rsi14 <= 72; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 <= 0.55",6,volume_ratio_20 desc x1.1; value_flow_quality_score desc x1.0; edge_score desc x0.9; smart_money_score_delta desc x0.8; rs_percentile_20 desc x0.8; close_location desc x0.6,initial_atr_stop_mult=2.2; max_holding_bars=38; stop_loss=0.08; take_profit=0.32; trailing_atr_mult=2.9; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.32,38,,2.2,2.9,0.1
vn30_money_smt_hypotheses.json,volume_surge_breakout_smt_v6,research/shadow,VN100,"volume,surge,breakout,smart_money_trace,money_cycle,climactic,value_flow",Volume surge breakout v2 filters with tighter loss control and modestly higher target for satellite use.,17,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 45; breakout_20 == true; volume_ratio_20 >= 2.0; value_flow_quality_score >= 60; cmf20 >= 0.03; above_ma20 == true; above_ma50 == true; close_location >= 0.8; distance_ma20 between [-0.02,0.1]; rsi14 <= 72; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.55; distribution_days_10 <= 1; DS20 <= 0.55",6,volume_ratio_20 desc x1.1; value_flow_quality_score desc x1.0; edge_score desc x0.9; smart_money_score_delta desc x0.8; rs_percentile_20 desc x0.8; close_location desc x0.6,initial_atr_stop_mult=2.0; max_holding_bars=32; stop_loss=0.075; take_profit=0.28; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.075,0.28,32,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,volume_surge_breakout_smt_v3,research/shadow,VN100,"volume,surge,breakout,smart_money_trace,money_cycle,climactic,value_flow",Volume surge breakout tuned for satellite slot: strong momentum close with capped CMF to avoid overheated one-day exit spikes.,19,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 45; mkt_DS20 <= 0.45; breakout_20 == true; volume_ratio_20 >= 2.0; value_ratio_20 >= 2.0; value_flow_quality_score >= 85; cmf20 between [0.03,0.25]; above_ma20 == true; above_ma50 == true; close_location >= 0.85; distance_ma20 between [0.03,0.1]; rsi14 between [66,72]; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.6; distribution_days_10 <= 1; DS20 <= 0.55",6,value_ratio_20 desc x1.1; volume_ratio_20 desc x1.0; value_flow_quality_score desc x0.9; smart_money_score_delta desc x0.8; close_location desc x0.7; rs_percentile_20 desc x0.6,initial_atr_stop_mult=2.1; max_holding_bars=32; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.7; trailing_profit_activation=0.09; use_regime_exposure=true,0.08,0.28,32,,2.1,2.7,0.09
vn30_money_smt_hypotheses.json,volume_surge_breakout_smt_v4,research/shadow,VN100,"volume,surge,breakout,smart_money_trace,money_cycle,climactic,value_flow",Moderate volume-surge satellite variant: keeps the CMF cap but relaxes RSI and close-location for more coverage.,19,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 45; mkt_DS20 <= 0.48; breakout_20 == true; volume_ratio_20 >= 2.0; value_ratio_20 >= 2.0; value_flow_quality_score >= 85; cmf20 between [0.03,0.28]; above_ma20 == true; above_ma50 == true; close_location >= 0.8; distance_ma20 between [0.03,0.1]; rsi14 between [64,72]; smart_money_score >= 58; smart_money_score_delta >= 0; rs_percentile_20 >= 0.58; distribution_days_10 <= 1; DS20 <= 0.55",6,value_ratio_20 desc x1.1; volume_ratio_20 desc x1.0; value_flow_quality_score desc x0.9; smart_money_score_delta desc x0.8; close_location desc x0.7; rs_percentile_20 desc x0.6,initial_atr_stop_mult=2.1; max_holding_bars=32; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.7; trailing_profit_activation=0.09; use_regime_exposure=true,0.08,0.28,32,,2.1,2.7,0.09
vn30_money_smt_hypotheses.json,dry_retest_breakout_smt_v1,research/shadow,VN100,"retest,breakout,dry_volume,smart_money_trace,money_cycle,value_flow",Post-breakout dry-volume retest near prior 20-day level with SMT and value-flow support. A safer continuation entry than same-day breakout.,16,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 42; mkt_DS20 <= 0.5; retest_breakout_level == true; above_ma50 == true; ma50_slope_10 >= -0.015; volume_ratio_20 <= 0.95; distance_ma20 between [-0.05,0.06]; close_location >= 0.5; value_flow_quality_score >= 55; smart_money_score >= 58; smart_money_score_delta >= -1; rs_percentile_20 >= 0.52; distribution_days_10 <= 1; DS20 <= 0.55",6,pullback_quality_score desc x1.1; value_flow_quality_score desc x1.0; edge_score desc x0.9; volume_ratio_20 asc x0.7; rs_percentile_20 desc x0.7; smart_money_score_delta desc x0.6,initial_atr_stop_mult=2.1; max_holding_bars=32; setup_type=RETEST; stop_loss=0.07; take_profit=0.24; trailing_atr_mult=2.6; trailing_profit_activation=0.09; use_regime_exposure=true,0.07,0.24,32,,2.1,2.6,0.09
vn30_money_smt_hypotheses.json,kalman_ma50_pullback_v1,research/shadow,VN100,"mean_reversion,ma50,kalman,smart_money_trace,money_cycle,value_flow","MA50 pullback with adaptive Kalman quality gate, using robust trend/residual filters to avoid noisy pullback entries.",15,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 48; mkt_DS20 <= 0.55; distance_ma50 between [-0.06,0.04]; ma50_slope_10 >= -0.025; kalman_confidence >= 0.3; kalman_shock_score <= 3.5; kalman_adaptive_trend_5d >= -0.002; kalman_adaptive_residual_pct between [-0.08,0.05]; value_flow_quality_score >= 52; smart_money_score >= 56; rs_percentile_20 >= 0.52; distribution_days_10 <= 1; CHDM50 >= 40; DS20 not_up",6,pullback_quality_score desc x1.1; kalman_confidence desc x0.9; edge_score desc x0.9; value_flow_quality_score desc x0.8; kalman_shock_score asc x0.6; distance_ma50 asc x0.4,initial_atr_stop_mult=2.2; max_holding_bars=34; stop_loss=0.08; take_profit=0.24; trailing_atr_mult=2.7; trailing_profit_activation=0.09; use_regime_exposure=true,0.08,0.24,34,,2.2,2.7,0.09
vn30_money_smt_hypotheses.json,nr7_value_breakout_smt_v1,research/shadow,VN100,"nr7,compression,breakout,smart_money_trace,money_cycle,value_flow",NR7/tight-range volatility contraction followed by quality 20-day breakout with value-flow and SMT confirmation.,15,mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; mkt_CHDM20 > 45; breakout_20_quality == true; tight_range_20 == true; above_ma20 == true; above_ma50 == true; close_location >= 0.65; value_ratio_20 >= 1.2; value_flow_quality_score >= 58; smart_money_score >= 60; smart_money_score_delta >= 0; rs_percentile_20 >= 0.58; distribution_days_10 <= 1; DS20 <= 0.55,6,edge_score desc x1.2; value_flow_quality_score desc x1.0; value_ratio_20 desc x0.9; range_pct asc x0.7; smart_money_score_delta desc x0.7; rs_percentile_20 desc x0.7,initial_atr_stop_mult=2.1; max_holding_bars=34; stop_loss=0.075; take_profit=0.28; trailing_atr_mult=2.7; trailing_profit_activation=0.09; use_regime_exposure=true,0.075,0.28,34,,2.1,2.7,0.09
vn30_money_smt_hypotheses.json,benchmark_leader_breakout_v1,research/shadow,VN100,"breakout,benchmark_relative,sector_leadership,smart_money_trace,money_cycle",Benchmark-aware leader breakout. Requires stock and sector outperformance versus VNINDEX before allocating breakout capital.,18,"mkt_regime_state in [RISK_ON,NEUTRAL]; mkt_regime_score >= 52; data_quality_ok == true; vni_above_ma20 == true; breakout_20 == true; above_ma20 == true; above_ma50 == true; ma20_slope_5 >= 0; value_ratio_20 >= 1.12; smart_money_score >= 58; smart_money_score_delta >= 0; excess_ret_20d_pctile >= 0.62; excess_ret_60d_pctile >= 0.55; sector_rs_rank_20d >= 0.55; sector_breadth_ma20 >= 0.45; sector_leadership_score >= 52; distribution_days_10 <= 1; DS20 <= 0.55",6,excess_ret_20d_pctile desc x1.4; sector_leadership_score desc x1.2; edge_score desc x1.0; value_ratio_20 desc x0.9; smart_money_score_delta desc x0.7; rs_percentile_20 desc x0.6,initial_atr_stop_mult=2.3; max_holding_bars=42; stop_loss=0.085; take_profit=0.32; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.085,0.32,42,,2.3,2.8,0.1
vn30_money_smt_hypotheses.json,sector_leader_pullback_v1,research/shadow,VN100,"mean_reversion,benchmark_relative,sector_leadership,ma20,smart_money_trace",Shallow pullback in a sector leader that is still outperforming VNINDEX. Targets bull-market capture without chasing fresh breakouts.,14,"mkt_regime_state in [RISK_ON,NEUTRAL]; mkt_regime_score >= 50; vni_above_ma20 == true; above_ma50 == true; distance_ma20 between [-0.045,0.035]; ma50_slope_10 >= -0.015; pullback_quality_score >= 55; smart_money_score >= 56; smart_money_score_delta >= -1; excess_ret_20d_pctile >= 0.58; sector_rs_rank_20d >= 0.58; sector_breadth_ma20 >= 0.48; distribution_days_10 <= 1; DS20 not_up",5,sector_leadership_score desc x1.3; pullback_quality_score desc x1.1; excess_ret_20d_pctile desc x1.0; edge_score desc x0.9; distance_ma20 asc x0.4,initial_atr_stop_mult=2.0; max_holding_bars=32; stop_loss=0.07; take_profit=0.24; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.24,32,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,stoch_oversold_smt_v1,research/shadow,VN100,"mean_reversion,oversold,stochastic,smart_money_trace",Stochastic cross from oversold (<30) with SMT support and regime confirmation. Mean-reversion entry in uptrending names.,10,mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 48; data_quality_ok == true; stoch_oversold_cross == true; above_ma50 == true; ma50_slope_10 >= -0.02; smart_money_score_no_sector >= 54; distribution_days_10 <= 1; DS20 <= 0.6; CHDM50 >= 40,4,smart_money_score_no_sector desc x1.2; rs_percentile_20 desc x1.0; pullback_quality_score desc x0.9; CHDM50 desc x0.6,initial_atr_stop_mult=2.0; max_holding_bars=28; setup_type=STOCH_OVERSOLD_BOUNCE; stop_loss=0.07; take_profit=0.2; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.2,28,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,psar_trend_rider_v1,research/shadow,VN100,"trend,continuation,psar,smart_money_trace",Parabolic SAR just flipped bullish with price above MA50 and healthy SMT. Trend-following entry at trend initiation.,10,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; data_quality_ok == true; psar_flip_bull == true; above_ma50 == true; distance_ma20 between [-0.02,0.1]; smart_money_score_no_sector >= 55; rs_percentile_20 >= 0.52; distribution_days_10 <= 1; DS20 <= 0.58",3,edge_score_no_sector desc x1.2; rs_percentile_20 desc x1.0; smart_money_score_no_sector desc x0.9,initial_atr_stop_mult=2.2; max_holding_bars=40; setup_type=PSAR_FLIP; stop_loss=0.08; take_profit=0.26; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.26,40,,2.2,2.8,0.1
vn30_money_smt_hypotheses.json,morning_star_reversal_v1,research/shadow,VN100,"reversal,candlestick,morning_star,smart_money_trace",Morning star 3-candle reversal pattern at MA support with SMT not deteriorating. Short-term reversal in quality names.,10,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 45; data_quality_ok == true; morning_star == true; above_ma50 == true; distance_ma20 between [-0.06,0.04]; smart_money_score_no_sector >= 52; smart_money_score_no_sector_delta >= -2; distribution_days_10 <= 2; DS20 not_up",3,pullback_quality_score desc x1.3; smart_money_score_no_sector desc x1.0; rs_percentile_20 desc x0.8,initial_atr_stop_mult=2.0; max_holding_bars=25; setup_type=MORNING_STAR; stop_loss=0.07; take_profit=0.2; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.2,25,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,three_white_soldiers_v1,research/shadow,VN100,"continuation,candlestick,three_white_soldiers,smart_money_trace",Three white soldiers continuation: 3 consecutive strong bullish candles with value expansion and SMT momentum.,11,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 52; data_quality_ok == true; three_white_soldiers == true; above_ma20 == true; above_ma50 == true; distance_ma20 between [0.0,0.12]; value_ratio_20 >= 1.1; smart_money_score_no_sector >= 56; distribution_days_10 <= 1; DS20 <= 0.55",4,value_ratio_20 desc x1.2; smart_money_score_no_sector desc x1.0; rs_percentile_20 desc x0.9; edge_score_no_sector desc x0.8,initial_atr_stop_mult=2.2; max_holding_bars=35; setup_type=THREE_WHITE_SOLDIERS; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.28,35,,2.2,2.8,0.1
vn30_money_smt_hypotheses.json,cci_momentum_v1,research/shadow,VN100,"momentum,breakout,cci,smart_money_trace",CCI crosses above +100 (trend breakout signal) while price above MA20/MA50 with SMT confirmation.,11,"mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; data_quality_ok == true; cci_momentum == true; above_ma20 == true; above_ma50 == true; distance_ma20 between [0.0,0.1]; smart_money_score_no_sector >= 56; value_ratio_20 >= 1.05; distribution_days_10 <= 1; CHDM50 >= 42",3,edge_score_no_sector desc x1.2; value_ratio_20 desc x1.0; smart_money_score_no_sector desc x0.9,initial_atr_stop_mult=2.2; max_holding_bars=38; setup_type=CCI_MOMENTUM; stop_loss=0.08; take_profit=0.26; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.26,38,,2.2,2.8,0.1
vn30_money_smt_hypotheses.json,vol_climax_reversal_v1,research/shadow,VN100,"reversal,volume,climax,smart_money_trace","Volume exhaustion climax (>2.5x avg) with bullish reversal candle (lower wick, high close location). Capitulation bottom.",9,"mkt_regime_state not_in [RISK_OFF]; data_quality_ok == true; vol_climax_reversal == true; above_ma50 == true; distance_ma20 between [-0.1,0.05]; smart_money_score_no_sector >= 50; smart_money_score_no_sector_delta >= -3; distribution_days_10 <= 2; DS20 <= 0.65",4,smart_money_score_no_sector desc x1.2; pullback_quality_score desc x1.0; rs_percentile_20 desc x0.8; CHDM50 desc x0.6,initial_atr_stop_mult=2.0; max_holding_bars=25; setup_type=VOL_CLIMAX_REVERSAL; stop_loss=0.07; take_profit=0.2; trailing_atr_mult=2.5; trailing_profit_activation=0.08; use_regime_exposure=true,0.07,0.2,25,,2.0,2.5,0.08
vn30_money_smt_hypotheses.json,triple_ma_pullback_v1,research/shadow,VN100,"trend,pullback,triple_ma,smart_money_trace",Strong uptrend (MA20>MA50>MA200) with controlled pullback to MA20 zone. High-quality trend continuation in best names.,11,mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; data_quality_ok == true; triple_ma_pullback == true; ma50_slope_10 >= 0.0; smart_money_score_no_sector >= 58; rs_percentile_20 >= 0.55; value_ratio_20 >= 0.9; distribution_days_10 <= 1; DS20 <= 0.55; CHDM50 >= 45,4,edge_score_no_sector desc x1.3; smart_money_score_no_sector desc x1.0; pullback_quality_score desc x1.0; rs_percentile_20 desc x0.8,initial_atr_stop_mult=2.3; max_holding_bars=45; setup_type=TRIPLE_MA_PULLBACK; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=3.0; trailing_profit_activation=0.12; use_regime_exposure=true,0.08,0.28,45,,2.3,3.0,0.12
vn30_money_smt_hypotheses.json,volatility_squeeze_break_v1,research/shadow,VN100,"volatility,breakout,compression,smart_money_trace",ATR compression (squeeze) followed by volatility expansion with price above MA20. Signals impending directional move.,10,mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 50; data_quality_ok == true; volatility_squeeze_break == true; above_ma20 == true; above_ma50 == true; smart_money_score_no_sector >= 56; value_ratio_20 >= 1.05; distribution_days_10 <= 1; DS20 <= 0.55,4,atr_ratio desc x1.2; value_ratio_20 desc x1.0; smart_money_score_no_sector desc x0.9; edge_score_no_sector desc x0.8,initial_atr_stop_mult=2.2; max_holding_bars=35; setup_type=VOLATILITY_SQUEEZE_BREAK; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.28,35,,2.2,2.8,0.1
vn30_money_smt_hypotheses.json,kalman_trend_momentum_v1,research/shadow,VN100,"trend,momentum,kalman,smart_money_trace",Kalman-filtered strong uptrend (slope >= 1.5%/5d) with price near fair value and high filter confidence.,11,mkt_regime_state not_in [RISK_OFF]; mkt_regime_score >= 52; data_quality_ok == true; kalman_strong_uptrend == true; above_ma50 == true; smart_money_score_no_sector >= 56; rs_percentile_20 >= 0.55; value_ratio_20 >= 1.0; distribution_days_10 <= 1; DS20 <= 0.55; CHDM50 >= 42,4,kalman_trend_5d desc x1.3; kalman_confidence desc x1.0; smart_money_score_no_sector desc x0.9; rs_percentile_20 desc x0.8,initial_atr_stop_mult=2.2; max_holding_bars=40; setup_type=KALMAN_TREND; stop_loss=0.08; take_profit=0.28; trailing_atr_mult=2.8; trailing_profit_activation=0.1; use_regime_exposure=true,0.08,0.28,40,,2.2,2.8,0.1
vn30_money_smt_hypotheses.json,neutral_range_bounce_v1,research/shadow,VN100,"mean_reversion,neutral_regime,oversold,range,smart_money_trace",NEUTRAL regime: oversold RSI + near MA50 support + SMT not deteriorating. Works in sideways/range market.,11,"mkt_regime_state in [NEUTRAL,RISK_ON]; mkt_regime_score >= 42; data_quality_ok == true; above_ma50 == true; distance_ma50 between [-0.05,0.03]; rsi14 between [32,52]; rsi_recovering == true; smart_money_score_no_sector >= 52; smart_money_score_no_sector_delta >= -3; distribution_days_10 <= 2; DS20 not_up",4,pullback_quality_score desc x1.3; smart_money_score_no_sector desc x1.0; rs_percentile_20 desc x0.8; distance_ma50 asc x0.5,initial_atr_stop_mult=1.8; max_holding_bars=20; setup_type=NEUTRAL_RANGE_BOUNCE; stop_loss=0.06; take_profit=0.15; trailing_atr_mult=2.3; trailing_profit_activation=0.07; use_regime_exposure=true,0.06,0.15,20,,1.8,2.3,0.07
vn30_money_smt_hypotheses.json,any_regime_stoch_reclaim_v1,research/shadow,VN100,"mean_reversion,all_regime,stochastic,reclaim,smart_money_trace",All-regime: Stochastic cross from oversold + MA20 reclaim + RS not weak. Adapts to any market condition.,10,data_quality_ok == true; stoch_oversold_cross == true; reclaim_ma20 == true; close_location >= 0.55; smart_money_score_no_sector >= 50; smart_money_score_no_sector_delta >= -4; rs_percentile_20 >= 0.4; distribution_days_10 <= 2; DS20 <= 0.65; mkt_regime_score >= 38,3,smart_money_score_no_sector desc x1.2; pullback_quality_score desc x1.0; rs_percentile_20 desc x0.9,initial_atr_stop_mult=1.8; max_holding_bars=18; setup_type=STOCH_RECLAIM; stop_loss=0.06; take_profit=0.16; trailing_atr_mult=2.2; trailing_profit_activation=0.07; use_regime_exposure=false,0.06,0.16,18,,1.8,2.2,0.07
vn30_money_smt_hypotheses.json,risk_on_loose_breakout_v1,research/shadow,VN100,"breakout,risk_on,trend,smart_money_trace,high_frequency",RISK_ON: Looser breakout (20-day only) + above MA20/MA50 + decent SMT. Higher frequency trend-following.,11,"mkt_regime_state in [RISK_ON]; mkt_regime_score >= 55; data_quality_ok == true; breakout_20 == true; above_ma20 == true; above_ma50 == true; distance_ma20 between [0.0,0.1]; close_location >= 0.65; value_ratio_20 >= 1.05; smart_money_score_no_sector >= 54; distribution_days_10 <= 1",4,value_ratio_20 desc x1.2; smart_money_score_no_sector desc x1.0; rs_percentile_20 desc x0.9; edge_score_no_sector desc x0.8,initial_atr_stop_mult=2.0; max_holding_bars=30; setup_type=LOOSE_BREAKOUT; stop_loss=0.07; take_profit=0.22; trailing_atr_mult=2.5; trailing_profit_activation=0.09; use_regime_exposure=true,0.07,0.22,30,,2.0,2.5,0.09
vn30_money_smt_hypotheses.json,any_regime_volume_reclaim_v1,research/shadow,VN100,"reversal,all_regime,volume,climax,smart_money_trace",All-regime: Volume climax reversal + MA50 still intact + SMT not deteriorating. Catches capitulation bounces.,9,"data_quality_ok == true; vol_climax_reversal == true; above_ma50 == true; distance_ma20 between [-0.08,0.04]; smart_money_score_no_sector >= 48; smart_money_score_no_sector_delta >= -5; rs_percentile_20 >= 0.38; distribution_days_10 <= 3; mkt_regime_score >= 36",3,smart_money_score_no_sector desc x1.1; pullback_quality_score desc x1.0; value_ratio_20 desc x0.8,initial_atr_stop_mult=1.8; max_holding_bars=18; setup_type=VOL_CLIMAX_BOUNCE; stop_loss=0.06; take_profit=0.15; trailing_atr_mult=2.2; trailing_profit_activation=0.07; use_regime_exposure=false,0.06,0.15,18,,1.8,2.2,0.07
vn30_money_smt_hypotheses.json,any_regime_ma20_spring_v1,research/shadow,VN100,"reversal,spring,all_regime,ma20,smart_money_trace",All-regime: Spring at MA20 zone (price swept below then recovered) + high close location + SMT. Frequent intra-trend entry.,10,data_quality_ok == true; spring_20 == true; close_location >= 0.65; above_ma50 == true; ma50_slope_10 >= -0.03; smart_money_score_no_sector >= 50; smart_money_score_no_sector_delta >= -4; distribution_days_10 <= 2; DS20 <= 0.65; mkt_regime_score >= 38,4,pullback_quality_score desc x1.2; smart_money_score_no_sector desc x1.0; rs_percentile_20 desc x0.8; close_location desc x0.6,initial_atr_stop_mult=1.9; max_holding_bars=20; setup_type=MA20_SPRING; stop_loss=0.06; take_profit=0.17; trailing_atr_mult=2.3; trailing_profit_activation=0.07; use_regime_exposure=false,0.06,0.17,20,,1.9,2.3,0.07
